Signum,Plats,Socken,Härad,Kommun,KoordinaterX,KoordinaterY,Stilgruppering,Ristare,Materialtyp
U Fv1972;274B,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,?,,sten
U Fv1972;274C,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,?,,sten
U Fv1972;274D,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,?,,sten
U Fv1973;191,Bro kyrka,Bro sn,Bro hd,Upplands-Bro,6599834,1603175,?,,sten
U Fv1973;194,Uppsala domkyrka,Uppsala,,Uppsala,6639052,1602466,Pr4,,sten
U Fv1973;197A,Uppsala domkyrka,Uppsala,,Uppsala,6639052,1602466,?,,sten
U Fv1974;213,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,,,sten
U Fv1976;104,Uppsala domkyrka,Uppsala,,Uppsala,6639027,1602516,Pr2?,Likbjörn (S),sten
U Fv1976;107,Uppsala domkyrka,Uppsala,,Uppsala,6639041,1602527,Pr4,Öpir 1 (S),sten
U Fv1977;162B,S:t Ilians kyrka,Enköping,,Enköping,6613848,1571921,?,,sten
U Fv1979;241,Hilleshögs kyrka,Hilleshögs sn,Färentuna hd,Ekerö,6587116,1607804,?,,sten
U Fv1979;243A $,Husby-Sjuhundra kyrka,Husby-Sjuhundra sn,Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U Fv1979;243B,Husby-Sjuhundra kyrka,Husby-Sjuhundra sn,Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U Fv1979;244A,Husby-Sjuhundra kyrka,Husby-Sjuhundra sn,Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U Fv1979;245 $,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608706,1621116,Pr4 [Källström 2007a:407],Samma som gjort U 297 och Fv1953;270.,sten
U Fv1992;156 $,Husby-Ärlinghundra kyrka,Husby-Ärlinghundra sn,Ärlinghundra hd,Sigtuna,6615175,1617074,Pr2 [NOR 2004:27],,sten
U Fv1992;159A,Mariakyrkan,Sigtuna,,Sigtuna,6612483,1608175,?,,sten
U Fv2012;59 †,Gamla Uppsala kyrka,Gamla Uppsala sn (nu Uppsala),Vaksala hd,Uppsala,6643643,1602252,Pr5(?) [Fv 2012],,sten
U Fv2012;60 †,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641117,1605339,,,sten
U NOR1998;23A,Ekerö kyrka,Ekerö sn,Färentuna hd,Ekerö,6573998,1610822,,,sten
U NOR1998;23B,Ekerö kyrka,Ekerö sn,Färentuna hd,Ekerö,6573997,1610820,,,sten
U NOR1998;27A $,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587543,1619675,?,,sten
U NOR2000;36,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587553,1619689,,,sten
U NOR2002;33A $,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587592,1619687,,,sten
U NOR2002;33B $,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587592,1619687,,,sten
U NOR2002;33C,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587592,1619687,,,sten
U NOR2002;33D,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587592,1619687,,,sten
U NOR2002;33E $,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587592,1619687,,,sten
U NOR2002;33F $,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587592,1619687,,,sten
U Owe1996b;119,Össeby-Garns kyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6607248,1638426,,,sten
U SD2013;24,Odensala kyrka,Odensala sn,Ärlinghundra hd,Sigtuna,6617984,1615263,,Åsmund (S),sten
U SSM2009:2;34,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587591,1619687,,,sten
U SSM2009:2;35,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587591,1619687,,,sten
U SSM2009:2;38,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587591,1619687,,,sten
Vs 16,Tortuna kyrka,Tortuna sn,Yttertjurbo hd,Västerås,6617899,1552170,Pr3,,sten
Vs 29,Sala landsförsamlings kyrka,Sala landsförsamling,Övertjurbo hd,Sala,6646147,1545427,Pr4,Livsten (S),sten
Nä 1,Viby kyrka,Viby sn,Grimstens hd,Hallsberg,6549129,1446413,?,,sten
Nä 12 $,Stora Mellösa kyrka,Stora Mellösa sn,Askers hd,Örebro,6565718,1482736,RAK,Ev. samma som gjort Nä 9.,sten
Nä 13,Stora Mellösa kyrka,Stora Mellösa sn,Askers hd,Örebro,6565726,1482742,Pr3,,sten
Nä 19 M,Täby kyrka,Täby sn,Örebro hd,Örebro,6564381,1457863,,,sten
Nä 20 M,Granhammarskyrkan,Vintrosa sn,Örebro hd,Örebro,6565323,1452461,,,sten
Nä 21,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577665,1477040,?,,sten
Nä 22,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577665,1477040,?,,sten
Nä 23 $,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577674,1477047,?,"Ev. samma som gjort Nä 26, 27 och 32.",sten
Nä 25 †,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577665,1477040,?,,sten
Nä 26,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577678,1477030,Pr2,Samma som gjort Nä 27 och (ev.) 23 samt 32.,sten
Nä 27,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577647,1477075,Pr2?,Samma som gjort Nä 26 och (ev.) 23 samt 32.,sten
Nä 28 †,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577665,1477040,?,,sten
Nä 33 M,Rinkaby kyrka,Rinkaby sn,Glanshammars hd,Örebro,6577130,1473370,,,sten
Nä FBB1978;69,Glanshammars kyrka,Glanshammars sn,Glanshammars hd,Örebro,6577665,1477040,,,sten
Nä NOR1995;18,Ekeby kyrka,Ekeby sn,Sköllersta hd,Kumla,6560650,1469500,,,sten
Vr 4 M,Övre Ulleruds kyrka,Övre Ulleruds sn,Kils hd,Forshaga,6620872,1368344,,,sten
Gs 1,Österfärnebo kyrka,Österfärnebo sn,Gästriklands västra tingslag,Sandviken,6687513,1554698,Pr4,Önjut (S),sten
Gs 2,Österfärnebo kyrka,Österfärnebo sn,Gästriklands västra tingslag,Sandviken,6687513,1554698,Pr2,Samma som gjort Gs 19.,sten
Gs 4 †$,Hedesunda kyrka,Hedesunda sn,Gästriklands östra tingslag,Gävle,6696290,1566958,Pr4,Öpir 1 (S),sten
Gs 5,Hedesunda kyrka,Hedesunda sn,Gästriklands östra tingslag,Gävle,6696293,1566930,?,,sten
Gs 7,Torsåkers kyrka,Torsåkers sn,Gästriklands västra tingslag,Hofors,6710343,1536526,RAK,Åsmund (L),sten
Gs 9,Årsunda kyrka,Årsunda sn,Gästriklands östra tingslag,Sandviken,6711992,1551357,Pr2,Balle (A); Livsten (A),sten
Gs 14,Ovansjö kyrka,Ovansjö sn,Gästriklands västra tingslag,Sandviken,6721228,1544418,Pr1?,,sten
Gs 19 †,Ockelbo kyrka,Ockelbo sn,Gästriklands västra tingslag,Ockelbo,6752662,1549407,Pr2?,Samma som gjort Gs 2.,sten
Hs 2 $,Norrala kyrka,Norrala sn,Sydöstra Hälsinglands domsagas tingslag,Söderhamn,6805597,1563204,Pr2?,,sten
Hs 8 †$,Hudiksvalls kyrka,Hudiksvall,Norra Hälsinglands domsagas tingslag,Hudiksvall,6844141,1582267,?,,sten
Hs 9,Hälsingtuna kyrka,Hälsingtuna sn,Norra Hälsinglands domsagas tingslag,Hudiksvall,6849608,1567328,?,,sten
Hs 10 $,Hälsingtuna kyrka,Hälsingtuna sn,Norra Hälsinglands domsagas tingslag,Hudiksvall,6849549,1567370,Pr2,,sten
Hs 11 $,Högs kyrka,Högs sn,Norra Hälsinglands domsagas tingslag,Hudiksvall,6850875,1565213,Pr2?,Alver och Brand (S),sten
Hs 12 $,Högs kyrka,Högs sn,Norra Hälsinglands domsagas tingslag,Hudiksvall,6850890,1565212,RAK,,sten
Hs 16 $,Delsbo kyrka,Delsbo sn,Norra Hälsinglands domsagas tingslag,Hudiksvall,6855760,1540280,RAK?,,sten
Hs 17 †$,Delsbo kyrka,Delsbo sn,Norra Hälsinglands domsagas tingslag,Hudiksvall,6855760,1540280,?,,sten
Hs 21,Jättendals kyrka,Jättendals sn,Norra Hälsinglands domsagas tingslag,Nordanstig,6874265,1576240,RAK,Gunnborga (S),sten
M 7,Tuna kyrka,Tuna sn,Medelpads västra domsagas tingslag,Sundsvall,6913435,1565338,?,Håkon (S),sten
M 15,Sköns kyrka,Sköns sn,Medelpads östra domsagas tingslag,Sundsvall,6927176,1579884,Pr2?,,sten
M 16,Sköns kyrka,Sköns sn,Medelpads östra domsagas tingslag,Sundsvall,6927176,1579884,Fp?,,sten
M 17 †,Sköns kyrka,Sköns sn,Medelpads östra domsagas tingslag,Sundsvall,6927183,1579898,?,,sten
M 18 †,Timrå kyrka,Timrå sn,Medelpads östra domsagas tingslag,Timrå,6930275,1577919,?,,sten
Bo NIYR5;221A $M,Brastads kyrka,Brastads sn,Stångenäs hd,Lysekil,6482773,1248377,,,sten
Bo NIYR5;221B $M,Kareby kyrka,Kareby sn,Inlands södre hd,Kungälv,6427315,1269290,,,sten
Bo NIYR5;222 M,Norums kyrka,Norums sn,Inlands nordre hd,Stenungsund,6443424,1266722,,,sten
G 1 M,Sundre kyrka,Sundre sn,Hoburgs ting,Gotland,6314655,1644662,,,sten
G 2 M,Sundre kyrka,Sundre sn,Hoburgs ting,Gotland,6314655,1644662,,,sten
G 3 M,Sundre kyrka,Sundre sn,Hoburgs ting,Gotland,6314655,1644662,,,sten
G 4 †M,Vamlingbo kyrka,Vamlingbo sn,Hoburgs ting,Gotland,6318522,1647477,,,sten
G 5 †$M,Vamlingbo kyrka,Vamlingbo sn,Hoburgs ting,Gotland,6318522,1647477,,,sten
G 6 †M,Vamlingbo kyrka,Vamlingbo sn,Hoburgs ting,Gotland,6318522,1647477,,,sten
G 7 †M,Vamlingbo kyrka,Vamlingbo sn,Hoburgs ting,Gotland,6318522,1647477,,,sten
G 11 †M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319407,1652528,,,sten
G 12 M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319444,1652511,,,sten
G 13 M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319419,1652538,,,sten
G 14 M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319419,1652538,,,sten
G 15 †M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319417,1652508,,,sten
G 16 †$M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319411,1652540,,,sten
G 17 M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319417,1652508,,,sten
G 18 M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319419,1652538,,,sten
G 19 M,Hamra kyrka,Hamra sn,Hoburgs ting,Gotland,6319419,1652538,,,sten
G 21 M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6325956,1651461,,Ole <luþar> (S),sten
G 22 †$M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6326002,1651444,,,sten
G 23 †M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6326002,1651444,,,sten
G 24 M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6326000,1651447,,,sten
G 25 M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6326000,1651447,,,sten
G 26 M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6326024,1651489,,,sten
G 27 $M,Öja kyrka,Öja sn,Hoburgs ting,Gotland,6325956,1651483,,,sten
G 28 $M,Fide kyrka,Fide sn,Grötlinge ting,Gotland,6330293,1652289,,,sten
G 29 †M,Fide kyrka,Fide sn,Grötlinge ting,Gotland,6330293,1652281,,,sten
G 30 †M,Fide kyrka,Fide sn,Grötlinge ting,Gotland,6330293,1652281,,,sten
G 33 $M,Näs kyrka,Näs sn,Grötlinge ting,Gotland,6334228,1648875,,,sten
G 34 $M,Näs kyrka,Näs sn,Grötlinge ting,Gotland,6334228,1648875,,,sten
G 35 M,Grötlingbo kyrka,Grötlingbo sn,Grötlinge ting,Gotland,6337014,1653879,,,sten
G 36 $M,Grötlingbo kyrka,Grötlingbo sn,Grötlinge ting,Gotland,6337014,1653879,,Ole,sten
G 36B M,Grötlingbo kyrka,Grötlingbo sn,Grötlinge ting,Gotland,6337014,1653879,,,sten
G 37,Grötlingbo kyrka,Grötlingbo sn,Grötlinge ting,Gotland,6337014,1653879,Pr3,,sten
G 42 M,Havdhems kyrka,Havdhems sn,Grötlinge ting,Gotland,6340195,1652340,,,sten
G 43 M,Havdhems kyrka,Havdhems sn,Grötlinge ting,Gotland,6340195,1652340,,,sten
G 44 †M,Havdhems kyrka,Havdhems sn,Grötlinge ting,Gotland,6340192,1652342,,,sten
G 46 M,Eke kyrka,Eke sn,Hemse ting,Gotland,6340933,1655693,,Sigraiv (A),sten
G 47 M,Eke kyrka,Eke sn,Hemse ting,Gotland,6340933,1655693,,,sten
G 50 $M,Eke kyrka,Eke sn,Hemse ting,Gotland,6340933,1655692,,,sten
G 52,Rone kyrka,Rone sn,Hemse ting,Gotland,6345627,1659277,?,,sten
G 53,Rone kyrka,Rone sn,Hemse ting,Gotland,6345627,1659277,,,sten
G 55 $M,Hemse kyrka,Hemse sn,Hemse ting,Gotland,6348146,1655070,,Peter i Oxarve (S),sten
G 59 $,Hablingbo kyrka,Hablingbo sn,Hablinge ting,Gotland,6342816,1648577,Pr3,,sten
G 60 M,Hablingbo kyrka,Hablingbo sn,Hablinge ting,Gotland,6342833,1648567,,,sten
G 61 M,Hablingbo kyrka,Hablingbo sn,Hablinge ting,Gotland,6342833,1648567,,,sten
G 63 M,Silte kyrka,Silte sn,Hablinge ting,Gotland,6346516,1646871,,,sten
G 65 M,Sproge kyrka,Sproge sn,Hablinge ting,Gotland,6350089,1645195,,Audvald göte(?) (S),sten
G 66 $M,Sproge kyrka,Sproge sn,Hablinge ting,Gotland,6350088,1645194,,,sten
G 67 $M,Sproge kyrka,Sproge sn,Hablinge ting,Gotland,6350089,1645195,,,sten
G 68 M,Sproge kyrka,Sproge sn,Hablinge ting,Gotland,6350103,1645173,,,sten
G 69 M,Sproge kyrka,Sproge sn,Hablinge ting,Gotland,6350091,1645187,,"Sigraiv (S), har gjort dopfunten i Åkirkeby, Bornholm, DR 373",sten
G 71 †$M,Eksta kyrka,Eksta sn,Hablinge ting,Gotland,6353745,1644784,,,sten
G 72 †,Eksta kyrka,Eksta sn,Hablinge ting,Gotland,6353745,1644784,,,sten
G 73 †M,Eksta kyrka,Eksta sn,Hablinge ting,Gotland,6353745,1644784,,,sten
G 74 M,Eksta kyrka,Eksta sn,Hablinge ting,Gotland,6353734,1644797,,,sten
G 75 M,Levide kyrka,Levide sn,Fardhems ting,Gotland,6353381,1648426,,Ofeg (S),sten
G 76 †M,Levide kyrka,Levide sn,Fardhems ting,Gotland,6353385,1648424,,,sten
G 77,Levide kyrka,Levide sn,Fardhems ting,Gotland,6353385,1648424,?,,sten
G 80 $,Linde kyrka,Linde sn,Fardhems ting,Gotland,6353359,1655254,Pr3,,sten
G 82 M,Lojsta kyrka,Lojsta sn,Fardhems ting,Gotland,6357050,1655380,,,sten
G 86,Stånga kyrka,Stånga sn,Burs ting,Gotland,6353937,1660457,Pr4,,sten
G 87,Stånga kyrka,Stånga sn,Burs ting,Gotland,6353937,1660457,,,sten
G 97 $M,Etelhems kyrka,Etelhems sn,Garda ting,Gotland,6360036,1662014,,Hägvald,sten
G 99 M,Lye kyrka,Lye sn,Garda ting,Gotland,6355737,1664023,,,sten
G 100 $M,Lye kyrka,Lye sn,Garda ting,Gotland,6355737,1664023,,,sten
G 101 $M,Lye kyrka,Lye sn,Garda ting,Gotland,6355737,1664023,,,sten
G 102 M,Lye kyrka,Lye sn,Garda ting,Gotland,6355737,1664023,,,sten
G 103 $M,Lye kyrka,Lye sn,Garda ting,Gotland,6355737,1664023,,,sten
G 104C M,Lye kyrka,Lye sn,Garda ting,Gotland,6355737,1664023,,,sten
G 106 M,Garda kyrka,Garda sn (Garde),Garda ting,Gotland,6358014,1667315,,,sten
G 111 $,Ardre kyrka,Ardre sn,Kräklinge ting,Gotland,6365235,1673907,Pr2 - Pr3,,sten
G 112 $,Ardre kyrka,Ardre sn,Kräklinge ting,Gotland,6365235,1673907,?,,sten
G 113,Ardre kyrka,Ardre sn,Kräklinge ting,Gotland,6365235,1673907,Pr3?,Likraiv (S),sten
G 114,Ardre kyrka,Ardre sn,Kräklinge ting,Gotland,6365235,1673907,Pr4,,sten
G 115 $M,Gammelgarns kyrka,Gammelgarns sn,Kräklinge ting,Gotland,6368304,1680240,,Magister <gefs> (S),sten
G 118 M,Anga kyrka,Anga sn,Kräklinge ting,Gotland,6376493,1674005,,,sten
G 122 M,Buttle kyrka,Buttle sn,Halla ting,Gotland,6367406,1663786,,,sten
G 123 $M,Vänge kyrka,Vänge sn,Halla ting,Gotland,6372854,1662430,,Gairvald (S),sten
G 125 M,Vänge kyrka,Vänge sn,Halla ting,Gotland,6372854,1662430,,,sten
G 133 $M,Viklau kyrka,Viklau sn,Halla ting,Gotland,6374216,1659058,,,sten
G 134,Sjonhems kyrka,Sjonhems sn,Halla ting,Gotland,6376611,1662850,Pr4,Botbjärn (P),sten
G 135,Sjonhems kyrka,Sjonhems sn,Halla ting,Gotland,6376611,1662850,Pr4,Botbjärn (P),sten
G 136 †$,Sjonhems kyrka,Sjonhems sn,Halla ting,Gotland,6376611,1662850,,Botbjärn (S),sten
G 137 M,Sjonhems kyrka,Sjonhems sn,Halla ting,Gotland,6376611,1662850,,,sten
G 138,Halla kyrka,Halla sn,Halla ting,Gotland,6379362,1661342,,,sten
G 151 M,Norrlanda kyrka,Norrlanda sn,Lina ting,Gotland,6378723,1671118,,,sten
G 153 M,Norrlanda kyrka,Norrlanda sn,Lina ting,Gotland,6378732,1671105,,,sten
G 154 †M,Hörsne kyrka,Hörsne sn,Lina ting,Gotland,6384915,1667113,,,sten
G 156 M,Gothems kyrka,Gothems sn,Lina ting,Gotland,6387149,1675261,?,,sten
G 157,Gothems kyrka,Gothems sn,Lina ting,Gotland,6387148,1675261,,,sten
G 158 $M,Gothems kyrka,Gothems sn,Lina ting,Gotland,6387148,1675261,,,sten
G 161 $M,Fröjels kyrka,Fröjels sn,Hejde ting,Gotland,6359169,1643600,,,sten
G 164 M,Klinte kyrka,Klinte sn,Hejde ting,Gotland,6364027,1645978,,,sten
G 165 M,Klinte kyrka,Klinte sn,Hejde ting,Gotland,6364096,1645823,,,sten
G 166 M,Klinte kyrka,Klinte sn,Hejde ting,Gotland,6364027,1645977,,,sten
G 167 M,Klinte kyrka,Klinte sn,Hejde ting,Gotland,6363977,1645948,,,sten
G 168 †$M,Klinte kyrka,Klinte sn,Hejde ting,Gotland,6364027,1645982,,,sten
G 169 M,Klinte kyrka,Klinte sn,Hejde ting,Gotland,6364094,1645823,,,sten
G 170 M,Hejde kyrka,Hejde sn,Hejde ting,Gotland,6368104,1652633,,,sten
G 171 †M,Hejde kyrka,Hejde sn,Hejde ting,Gotland,6368104,1652633,,,sten
G 173 M,Väte kyrka,Väte sn,Hejde ting,Gotland,6372179,1653609,,,sten
G 174 M,Väte kyrka,Väte sn,Hejde ting,Gotland,6372179,1653608,,,sten
G 175 M,Väte kyrka,Väte sn,Hejde ting,Gotland,6372185,1653604,,,sten
G 176 M,Väte kyrka,Väte sn,Hejde ting,Gotland,6372185,1653604,,,sten
G 181,Sanda kyrka,Sanda sn,Banda ting,Gotland,6369671,1645235,Pr2,,sten
G 182 M,Sanda kyrka,Sanda sn,Banda ting,Gotland,6369671,1645235,,,sten
G 183 M,Sanda kyrka,Sanda sn,Banda ting,Gotland,6369671,1645235,,,sten
G 188 $,Mästerby kyrka,Mästerby sn,Banda ting,Gotland,6374371,1649921,Pr5?,,sten
G 189 $,Mästerby kyrka,Mästerby sn,Banda ting,Gotland,6374371,1649921,,,sten
G 192 M,Västergarns kyrka,Västergarns sn,Banda ting,Gotland,6370813,1640835,,,sten
G 195 M,Tofta kyrka,Tofta sn,Banda ting,Gotland,6379835,1641605,,,sten
G 196 M,Tofta kyrka,Tofta sn,Banda ting,Gotland,6379835,1641605,,,sten
G 197 M,Tofta kyrka,Tofta sn,Banda ting,Gotland,6379835,1641605,,,sten
G 198 M,Tofta kyrka,Tofta sn,Banda ting,Gotland,6379835,1641605,,,sten
G 199 $M,Tofta kyrka,Tofta sn,Banda ting,Gotland,6379835,1641605,,,sten
G 200,Atlingbo kyrka,Atlingbo sn,Stenkumla ting,Gotland,6375677,1655082,Pr4,,sten
G 201 M,Atlingbo kyrka,Atlingbo sn,Stenkumla ting,Gotland,6375677,1655082,,,sten
G 203 $,Hogräns kyrka,Hogräns sn,Stenkumla ting,Gotland,6378241,1649996,Pr4,,sten
G 207,Stenkumla kyrka,Stenkumla sn,Stenkumla ting,Gotland,6382948,1647469,?,Samma ristare som gjort G 208.,sten
G 208,Stenkumla kyrka,Stenkumla sn,Stenkumla ting,Gotland,6382948,1647469,Pr3?,Samma ristare som gjort G 207.,sten
G 210 M,Västerhejde kyrka,Västerhejde sn,Stenkumla ting,Gotland,6386576,1646131,,,sten
G 211 M,Västerhejde kyrka,Västerhejde sn,Stenkumla ting,Gotland,6386572,1646131,,,sten
G 212 M,Björke kyrka,Björke sn,Dede ting,Gotland,6378805,1656803,,,sten
G 213 M,Björke kyrka,Björke sn,Dede ting,Gotland,6378805,1656803,,,sten
G 214 †M,Björke kyrka,Björke sn,Dede ting,Gotland,6378810,1656799,,,sten
G 215 M,Roma kyrka,Roma sn,Dede ting,Gotland,6381196,1657934,,,sten
G 218,Follingbo kyrka,Follingbo sn,Dede ting,Gotland,6387058,1654211,?,,sten
G 219 †,Follingbo kyrka,Follingbo sn,Dede ting,Gotland,6387060,1654204,,,sten
G 226 M,Ekeby kyrka,Ekeby sn,Endre ting,Gotland,6388792,1662000,,,sten
G 229 M,Barlingbo kyrka,Barlingbo sn,Endre ting,Gotland,6385272,1659037,,,sten
G 231 M,Vallstena kyrka,Vallstena sn,Bäls ting,Gotland,6390728,1669225,,,sten
G 232 M,Vallstena kyrka,Vallstena sn,Bäls ting,Gotland,6390728,1669225,,,sten
G 233 †M,Vallstena kyrka,Vallstena sn,Bäls ting,Gotland,6390727,1669230,,,sten
G 234 M,Vallstena kyrka,Vallstena sn,Bäls ting,Gotland,6390728,1669225,,,sten
G 241 M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 242 M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 243 †M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 244 †M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 245 †M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 246 †M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 247 $M,Hejnums kyrka,Hejnums sn,Bäls ting,Gotland,6398541,1668612,,,sten
G 249 M,Fole kyrka,Fole sn,Bro ting,Gotland,6395036,1663555,,,sten
G 250 M,Fole kyrka,Fole sn,Bro ting,Gotland,6395036,1663555,,,sten
G 252 $,Lokrume kyrka,Lokrume sn,Bro ting,Gotland,6399166,1663038,,,sten
G 255 M,Bro kyrka,Bro sn,Bro ting,Gotland,6397040,1659293,,,sten
G 264 U,Martebo kyrka,Martebo sn,Lummelunda ting,Gotland,6405788,1660122,,,sten
G 265 †M,Martebo kyrka,Martebo sn,Lummelunda ting,Gotland,6405788,1660122,,,sten
G 266 $,Stenkyrka kyrka,Stenkyrka sn,Lummelunda ting,Gotland,6410885,1662116,?,,sten
G 270,Tingstäde kyrka,Tingstäde sn,Lummelunda ting,Gotland,6404760,1667349,,,sten
G 271 M,Tingstäde kyrka,Tingstäde sn,Lummelunda ting,Gotland,6404760,1667349,,,sten
G 272 †,Tingstäde kyrka,Tingstäde sn,Lummelunda ting,Gotland,6404760,1667349,,,sten
G 276,Boge kyrka,Boge sn,Forsa ting,Gotland,6399641,1676387,,,sten
G 277 †M,Boge kyrka,Boge sn,Forsa ting,Gotland,6399642,1676385,,,sten
G 282 M,Othems kyrka,Othems sn,Forsa ting,Gotland,6406281,1674687,,,sten
G 283 M,Othems kyrka,Othems sn,Forsa ting,Gotland,6406281,1674687,,,sten
G 284 M,Othems kyrka,Othems sn,Forsa ting,Gotland,6406281,1674687,,,sten
G 285 †M,Othems kyrka,Othems sn,Forsa ting,Gotland,6406295,1674650,,,sten
G 286 †M,Othems kyrka,Othems sn,Forsa ting,Gotland,6406295,1674650,,,sten
G 288 M,Hellvi kyrka,Hellvi sn,Forsa ting,Gotland,6409796,1683824,,,sten
G 289 M,Hellvi kyrka,Hellvi sn,Forsa ting,Gotland,6409794,1683828,,,sten
G 290 M,Hellvi kyrka,Hellvi sn,Forsa ting,Gotland,6409794,1683828,,,sten
G 291 M,Hellvi kyrka,Hellvi sn,Forsa ting,Gotland,6409781,1683832,,,sten
G 292 M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 293 M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 294 M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 295 M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 296 †M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 297 †M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 298 †M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 299 †M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 300 $,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 301 †M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 302 †M,Lärbro kyrka,Lärbro sn,Forsa ting,Gotland,6410867,1677742,,,sten
G 305,Hangvars kyrka,Hangvars sn,Forsa ting,Gotland,6416400,1671224,,,sten
G 306 M,Hangvars kyrka,Hangvars sn,Forsa ting,Gotland,6416401,1671231,,,sten
G 307 M,Hangvars kyrka,Hangvars sn,Forsa ting,Gotland,6416401,1671231,,,sten
G 308 M,Hangvars kyrka,Hangvars sn,Forsa ting,Gotland,6416401,1671231,,,sten
G 309,Hangvars kyrka,Hangvars sn,Forsa ting,Gotland,6416374,1671176,,,sten
G 310,Hangvars kyrka,Hangvars sn,Forsa ting,Gotland,6416400,1671224,,,sten
G 312 M,Halls kyrka,Halls sn,Forsa ting,Gotland,6422345,1672606,,,sten
G 313 M,Halls kyrka,Halls sn,Forsa ting,Gotland,6422345,1672606,,,sten
G 314 M,Halls kyrka,Halls sn,Forsa ting,Gotland,6422345,1672606,,,sten
G 315 †M,Halls kyrka,Halls sn,Forsa ting,Gotland,6422345,1672606,,,sten
G 316 †M,Halls kyrka,Halls sn,Forsa ting,Gotland,6422345,1672606,,,sten
G 317 M,Fleringe kyrka,Fleringe sn,Rute ting,Gotland,6420268,1682264,,,sten
